name,index,patent_count_2012,patent_count_2013,patent_count_2014,patent_count_2015,patent_count_2016
St. John's University,3.0,,,,2.0,
Agilent Technologies,4.0,,,,223.0,
Sincrotrone Trieste,0.0,,,,4.0,
University of Tunis,1.0,,,,0.0,
National Institute of Radiological Sciences Chiba,2.0,,,,0.0,
Sathyabama University,3.0,,,,0.0,
International Food Policy Research Institute,4.0,,,,0.0,
North Carolina A and T State University,0.0,,,,0.0,
Dumlupinar University,1.0,,,,0.0,
Napier University,2.0,,,,3.0,
Universidad Michoacana de San Nicolas de Hidalgo,3.0,,,,0.0,
California State University Northridge,4.0,,,,0.0,
Liaocheng University,5.0,,,,0.0,
Madurai Kamaraj University,6.0,,,,0.0,
Ospedale Policlinico,0.0,,,,0.0,
Princess Margaret Hospital for Children,1.0,,,,0.0,
Dalarna University,2.0,,,,0.0,
Tezpur University,3.0,,,,0.0,
Plant and Food Research,4.0,,,,15.0,
Universidad de Valparaiso,0.0,,,,0.0,
Celal Bayar University,1.0,,,,0.0,
Bharathidasan University,2.0,,,,0.0,
"National Institute of Technology, Durgapur",3.0,,,,0.0,
Ecole Nationale Superieure des Telecommunications de Bretagne,0.0,,,,0.0,
Merck KGaA,1.0,,,,0.0,
IWK Health Centre,2.0,,,,0.0,
Oita University,3.0,,,,14.0,
Don Gnocchi Foundation,4.0,,,,0.0,
Universidad de Guanajuato,5.0,,,,1.0,
European Centre for Medium-Range Weather Forecasts,6.0,,,,0.0,
Royal Netherlands Meteorological Institute,7.0,,,,0.0,
Ahmadu Bello University,8.0,,,,0.0,
Babraham Institute,9.0,,,,6.0,
Chuo University,10.0,,,,10.0,
Regions Hospital,11.0,,,,0.0,
Royal Military College of Canada,12.0,,,,0.0,
Tunghai University,13.0,,,,9.0,
U.S. Army Engineer Research and Development Center,14.0,,,,0.0,
Rijnstate Hospital,0.0,,,,0.0,
UNESCO-IHE Institute for Water Education,0.0,,,,0.0,
National Changhua University of Education,1.0,,,,1.0,
Baskent University,2.0,,,,0.0,
Shahid Chamran University of Ahvaz,3.0,,,,0.0,
University of Zimbabwe,4.0,,,,0.0,
Alstom,5.0,,,,1260.0,
University of Michigan-Dearborn,6.0,,,,0.0,
Walter and Eliza Hall Institute of Medical Research,7.0,,,,18.0,
Shivaji University,8.0,,,,0.0,
Institute of Engineering of Porto,9.0,,,,0.0,
National Chengchi University,10.0,,,,0.0,
ExxonMobil,11.0,,,,1172.0,
Hoffmann-La Roche Inc.,12.0,,,,384.0,
Max Planck Institut fur Chemische Okologie,13.0,,,,0.0,
Eulji University,14.0,,,,0.0,
Universidade Federal Rural do Rio de Janeiro,0.0,,,,0.0,
Shahrekord University,1.0,,,,0.0,
Shanghai University of Electric Power,2.0,,,,0.0,
Hebei Normal University,3.0,,,,0.0,
Royal Belgian Institute of Natural Sciences,4.0,,,,0.0,
National Synchrotron Radiation Research Center Taiwan,5.0,,,,0.0,
Kansai University,6.0,,,,43.0,
Bauhaus-Universitat Weimar,7.0,,,,1.0,
Sahand University of Technology,8.0,,,,0.0,
Universite Paris X Nanterre,9.0,,,,0.0,
Institut Catala de la Salut,10.0,,,,0.0,
Universidad de Talca,11.0,,,,9.0,
Nokia Siemens Networks,12.0,,,,79.0,
"Leibniz Centre for Agricultural Landscape Research (ZALF), Muncheberg",13.0,,,,0.0,
Catholic University of Daegu,14.0,,,,0.0,
Oklahoma Medical Research Foundation,0.0,,,,15.0,
Universiti Tenaga Nasional,1.0,,,,0.0,
Hospital Universitario Virgen de las Nieves,2.0,,,,0.0,
Wuhan Institute of Technology,3.0,,,,0.0,
Hongik University,4.0,,,,4.0,
Universite de Bejaia,5.0,,,,0.0,
Netherlands Institute for Neuroscience NIN - KNAW,6.0,,,,0.0,
Taibah University,7.0,,,,2.0,
FOM Institute for Atomic and Molecular Physics - AMOLF,8.0,,,,0.0,
Universidad Nacional del Litoral,9.0,,,,6.0,
United Technologies,10.0,,,,2766.0,
Zhejiang Agriculture and Forestry University,11.0,,,,0.0,
Swedish Medical Center,12.0,,,,0.0,
Raytheon,0.0,,,,976.0,
Universite de Montpellier,1.0,,,,88.0,
Jamia Hamdard University,2.0,,,,0.0,
Culham Science Centre,3.0,,,,0.0,
Raja Ramanna Centre for Advanced Technology,4.0,,,,0.0,
Cancer Council Victoria,5.0,,,,0.0,
Osaka Medical College,6.0,,,,2.0,
Inonu University,7.0,,,,0.0,
BRGM,8.0,,,,2.0,
Illumina,9.0,,,,181.0,
Air Force Engineering University Xian,10.0,,,,0.0,
Buddhist Tzu-Chi General Hospital Taiwan,11.0,,,,0.0,
National Academy of Sciences of the Republic of Armenia,12.0,,,,0.0,
Carmel Medical Center,13.0,,,,0.0,
Women's and Children's Hospital Adelaide,14.0,,,,0.0,
Iwate Medical University,0.0,,,,3.0,
deCODE Genetics,1.0,,,,5.0,
Ministry of Health Oman,2.0,,,,0.0,
Taipei City Hospital,3.0,,,,1.0,
Kaunas University of Technology,4.0,,,,3.0,
Hopital Raymond Poincare,5.0,,,,0.0,
Gebze Technical University,6.0,,,,0.0,
Osservatorio Astronomico di Bologna,7.0,,,,0.0,
Hamamatsu University School of Medicine,8.0,,,,16.0,
Central Research Institute of Electric Power Industry,9.0,,,,85.0,
"Birla Institute of Technology, Mesra",10.0,,,,0.0,
SETI Institute,11.0,,,,0.0,
Queensland Department of Agriculture and Fisheries,12.0,,,,0.0,
Max-Planck-Institute of Molecular Plant Physiology,13.0,,,,0.0,
Pochon CHA University,14.0,,,,1.0,
Indian Institute of Technology Ropar,0.0,,,,0.0,
Cankaya University,1.0,,,,0.0,
Institute for Plasma Research,2.0,,,,0.0,
Institute of Photonic Technology,3.0,,,,0.0,
Hosei University,4.0,,,,2.0,
International Rice Research Institute,5.0,,,,5.0,
Dokkyo Medical University,6.0,,,,1.0,
Amphia Hospital,7.0,,,,0.0,
Akita University,8.0,,,,12.0,
Aichi Medical University,9.0,,,,0.0,
Yangtze University,10.0,,,,0.0,
London South Bank University,11.0,,,,0.0,
Rosalind Franklin University of Medicine and Science,12.0,,,,8.0,
Battelle,13.0,,,,448.0,
Panasonic Corporation,14.0,,,,0.0,
Prince Charles Hospital,0.0,,,,0.0,
Roehampton University,1.0,,,,0.0,
Sam Houston State University,2.0,,,,7.0,
Universite de Valenciennes et du Hainaut Cambresis,3.0,,,,3.0,
Westchester Medical Center,4.0,,,,1.0,
Centre Antoine Lacassagne,5.0,,,,0.0,
IT University of Copenhagen,6.0,,,,0.0,
Israel Ministry of Health,7.0,,,,0.0,
UNIVERSIDAD DEL DESARROLLO,8.0,,,,1.0,
American University in Cairo,9.0,,,,5.0,
Max Planck Institute for Developmental Biology,0.0,,,,0.0,
Minia University,1.0,,,,0.0,
University of Rzeszow,2.0,,,,0.0,
Nara Medical University,3.0,,,,6.0,
Forschungsinstitut Senckenberg,4.0,,,,0.0,
Cumhuriyet University,5.0,,,,0.0,
Korea National Institute of Health,6.0,,,,0.0,
Sanquin Blood Supply Foundation,0.0,,,,0.0,
Universidad Autonoma de Chile,1.0,,,,0.0,
Ecole Nationale Superieure de Techniques Avancees,2.0,,,,3.0,
Saint Francis Xavier University,3.0,,,,0.0,
"Institute of Electrical Engineering, Chinese Academy of Sciences",4.0,,,,7.0,
Nanjing Institute of Geography and Limnology Chinese Academy of Sciences,5.0,,,,0.0,
United States Navy,6.0,,,,1.0,
Zucker Hillside Hospital,7.0,,,,0.0,
"Centre for Economic Policy Research, London",8.0,,,,0.0,
Universidade Federal de Alagoas,9.0,,,,0.0,
"Medtronic, Inc.",10.0,,,,939.0,
United States Air Force Institute of Technology,0.0,,,,0.0,
Tarbiat Moallem University,1.0,,,,0.0,
University of Teesside,2.0,,,,0.0,
Carleton College,3.0,,,,0.0,
Union Memorial Hospital,4.0,,,,0.0,
Polytechnic Institute of Bragan?a,0.0,,,,0.0,
Hopital de Hautepierre,1.0,,,,0.0,
Daegu University,2.0,,,,1.0,
London Business School,0.0,,,,0.0,
Western University of Health Sciences,1.0,,,,10.0,
Liaoning University of Technology,2.0,,,,0.0,
Washington State University Spokane,3.0,,,,0.0,
University of Colorado Anschutz Medical Campus,4.0,,,,0.0,
Haverford College,5.0,,,,0.0,
Papworth Hospital,0.0,,,,0.0,
Centro de Investigacion Principe Felipe,1.0,,,,0.0,
ABB Corporate Research,2.0,,,,0.0,
University of Sousse,3.0,,,,0.0,
University of Allahabad,4.0,,,,0.0,
Shanghai Institute of Technology,0.0,,,,0.0,
California State University Long Beach,1.0,,,,0.0,
Max-Planck Institut fur Chemische Physik fester Stoffe,2.0,,,,0.0,
"Trimbos Institute, Netherlands Institute of Mental Health and Addiction",3.0,,,,0.0,
Wildlife Conservation Society,4.0,,,,2.0,
Erzincan University,5.0,,,,0.0,
National Defense Medical College Tokorozawa,6.0,,,,0.0,
Hospital Italiano de Buenos Aires,7.0,,,,0.0,
IRCCS S. Giovanni di Dio-FBF,8.0,,,,0.0,
Sao Joao Hospital,0.0,,,,0.0,
European Space Agency - ESA,1.0,,,,2.0,
Bialystok Technical University,2.0,,,,0.0,
American University of Sharjah,3.0,,,,0.0,
Universiti Malaysia Sabah,4.0,,,,2.0,
"Scientific Institute of Public Health, Brussels",5.0,,,,0.0,
University of Aizu,6.0,,,,0.0,
Xinjiang Medical University,7.0,,,,0.0,
Clinica Alemana,8.0,,,,0.0,
Texas Heart Institute,9.0,,,,16.0,
Sardar Vallabhbhai National Institute of Technology Surat,10.0,,,,0.0,
International Livestock Research Institute,11.0,,,,0.0,
Universidade do Sul de Santa Catarina,12.0,,,,0.0,
Kansai Medical University,13.0,,,,6.0,
Foothills Medical Centre,14.0,,,,0.0,
Taif University,0.0,,,,0.0,
Telefonica,1.0,,,,157.0,
Changhua Christian Hospital,0.0,,,,0.0,
Shanxi Medical University,1.0,,,,0.0,
University of North Florida,2.0,,,,0.0,
Instituto de Salud Global de Barcelona,3.0,,,,0.0,
Korea Institute of Geoscience and Mineral Resources,4.0,,,,101.0,
Istituto Nazionale di Ricerca Metrologica,5.0,,,,0.0,
Connecticut Agricultural Experiment Station,0.0,,,,0.0,
James Cook University Hospital,1.0,,,,0.0,
Yunnan Normal University,2.0,,,,0.0,
Canakkale Onsekiz Mart University,3.0,,,,0.0,
United States Naval Academy,4.0,,,,0.0,
Helmut-Schmidt-University,5.0,,,,0.0,
Zanjan University,6.0,,,,0.0,
Geological Survey of Denmark and Greenland,7.0,,,,0.0,
World Agroforestry Centre,8.0,,,,0.0,
St Bartholomew's Hospital,9.0,,,,0.0,
Thermo Fisher Scientific,10.0,,,,117.0,
International Centre for Genetic Engineering and Biotechnology,11.0,,,,4.0,
Max F. Perutz Laboratories (MFPL),12.0,,,,0.0,
Instituto Espanol de Oceanografia,13.0,,,,1.0,
Naval University of Engineering Wuhan,14.0,,,,0.0,
General Atomics,0.0,,,,17.0,
Asahikawa Medical University,1.0,,,,6.0,
Institut Teknologi Sepuluh Nopember,2.0,,,,0.0,
Guangdong College of Pharmacy,3.0,,,,0.0,
The Sainsbury Laboratory,4.0,,,,0.0,
Yuzuncu Yil University,5.0,,,,0.0,
Pontificia Universidad Catolica del Peru,6.0,,,,3.0,
Our Lady's Hospital for Sick Children,7.0,,,,0.0,
Medical University Sofia,8.0,,,,0.0,
Sohag University,9.0,,,,0.0,
Secretaria de Salud,0.0,,,,0.0,
Van Andel Research Institute,1.0,,,,4.0,
Eastern Michigan University,2.0,,,,7.0,
Agency for Healthcare Research and Quality,3.0,,,,0.0,
Centre Hospitalier Intercommunal Creteil,4.0,,,,0.0,
Universidade do Estado de Santa Catarina,5.0,,,,1.0,
Max Planck Institute for the Science of Light,6.0,,,,0.0,
University of San Diego,7.0,,,,0.0,
Institute of Physics of the Polish Academy of Sciences,8.0,,,,0.0,
Ospedali Riuniti Di Bergamo,9.0,,,,0.0,
TI Food and Nutrition,10.0,,,,0.0,
International Maize and Wheat Improvement Center (CIMMYT),11.0,,,,0.0,
Institute of Electronic Structure and Laser,12.0,,,,0.0,
National Institute for Communicable Diseases,13.0,,,,0.0,
LSU Health Sciences Center - Shreveport,14.0,,,,0.0,
Korea Electronics Technology Institute,0.0,,,,129.0,
Nottingham City Hospital,1.0,,,,0.0,
Ankara Numune Education and Research Hospital,2.0,,,,0.0,
Hospital Universitario Virgen Macarena,0.0,,,,0.0,
Children's Memorial Health Institute,1.0,,,,0.0,
Chubu University,2.0,,,,6.0,
Systems Research Institute of the Polish Academy of Sciences,3.0,,,,0.0,
Boreskov Institute of Catalysis SB RAS,4.0,,,,0.0,
Jimma University Ethiopia,5.0,,,,0.0,
St George's Healthcare NHS Trust,6.0,,,,1.0,
Estonian University of Life Sciences,7.0,,,,0.0,
University of Sarajevo,0.0,,,,0.0,
Shanghai Astronomical Observatory Chinese Academy of Sciences,0.0,,,,0.0,
Universidad de Burgos,1.0,,,,3.0,
University of Winnipeg,2.0,,,,0.0,
Anhui Agricultural University,3.0,,,,0.0,
"Universitatsklinikum Giessen und Marburg, Standort Giessen",4.0,,,,0.0,
Universite de Kinshasa,5.0,,,,0.0,
Shanghai University of Finance and EcoNomics,6.0,,,,0.0,
Lamar University,7.0,,,,3.0,
London Metropolitan University,8.0,,,,0.0,
Max-Planck-Institute of Microstructure Physics,9.0,,,,0.0,
National Institute of Health and Nutrition Tokyo,0.0,,,,0.0,
Hellenic Centre for Marine Research,1.0,,,,0.0,
Corning Incorporated,2.0,,,,1256.0,
Shenzhen People's Hospital,3.0,,,,0.0,
University of Prince Edward Island,4.0,,,,6.0,
University of Shizuoka,5.0,,,,0.0,
China West Normal University,6.0,,,,0.0,
International Medical University,7.0,,,,0.0,
Hopital Lapeyronie,8.0,,,,0.0,
Iranian Ministry of Health and Medical Education,9.0,,,,0.0,
Tallinn University,10.0,,,,5.0,
Hopital Foch,11.0,,,,0.0,
Allegheny General Hospital,12.0,,,,0.0,
Shenyang Institute of Aeronautical Engineering,13.0,,,,0.0,
EORTC Data Center,14.0,,,,0.0,
Universidade Federal de Mato Grosso do Sul,0.0,,,,0.0,
National Chiayi University,1.0,,,,0.0,
University of Papua New Guinea,0.0,,,,0.0,
Queen Elizabeth Hospital Birmingham,1.0,,,,0.0,
LPN Laboratoire de Photonique et de Nanostructures,2.0,,,,0.0,
Indian Veterinary Research Institute,3.0,,,,0.0,
Lenox Hill Hospital,4.0,,,,0.0,
Jiangsu Academy of Agricultural Sciences,5.0,,,,4.0,
NIVEL - The Netherlands Institute for Health Services Research,6.0,,,,0.0,
Alborz University of Medical Sciences,7.0,,,,0.0,
Aoyama Gakuin University,8.0,,,,0.0,
Sree Chitra Tirunal Institute for Medical Sciences and Technology,9.0,,,,0.0,
Hopital Antoine Beclere,10.0,,,,0.0,
University of Derby,11.0,,,,0.0,
Syngenta,12.0,,,,481.0,
Universidad Catolica del Norte,0.0,,,,0.0,
Veterans General Hospital-Kaohsiung Taiwan,1.0,,,,0.0,
Finnish Forest Research Institute,0.0,,,,0.0,
Rikkyo University,1.0,,,,0.0,
Shibaura Institute of Technology,2.0,,,,26.0,
"Research Institute of Petroleum Industry, Tehran",3.0,,,,0.0,
Sony,4.0,,,,9474.0,
Daresbury Laboratory,5.0,,,,0.0,
Organisation for Economic Co-operation and Development OECD,6.0,,,,0.0,
Institute of Soil and Water Conservation Chinese Academy of Sciences,7.0,,,,2.0,
Claremont Graduate University,8.0,,,,0.0,
South Ural State University,9.0,,,,0.0,
Mae Fah Luang University,10.0,,,,0.0,
Hopital Charles Nicolle,0.0,,,,0.0,
National Institute of Technology Kurukshetra,1.0,,,,0.0,
Heraklion University Hospital,2.0,,,,0.0,
"Science Systems and Applications, Inc.",3.0,,,,0.0,
Bergen University College,4.0,,,,0.0,
Shenyang University of Technology,5.0,,,,0.0,
B P Koirala Institute of Health Sciences,6.0,,,,0.0,
St John's Institute of Dermatology,7.0,,,,0.0,
Moscow State Technical University,8.0,,,,2.0,
Instituto Tecnologico de Aeronautica,9.0,,,,1.0,
Josip Juraj Strossmayer University of Osijek,10.0,,,,0.0,
Institute of Information Science Academia Sinica Taiwan,11.0,,,,0.0,
Dunstaffnage Marine Laboratory,12.0,,,,0.0,
Meteorological Research Institute,13.0,,,,0.0,
CAS - Shanghai Institute of Technical Physics,14.0,,,,0.0,
St. Petersburg State Electrotechnical University,0.0,,,,0.0,
Western Kentucky University,1.0,,,,0.0,
Orlando Regional Medical Center,2.0,,,,1.0,
Universite Badji Mokhtar,3.0,,,,0.0,
Alagappa University,4.0,,,,0.0,
Institute of Intelligent Machines Chinese Academy of Sciences,5.0,,,,0.0,
IRSN Institut de Radioprotection et de Surete Nucleaire,6.0,,,,0.0,
Malaviya National Institute of Technology,7.0,,,,0.0,
Hospital de Cruces,8.0,,,,0.0,
Federal Institute for Risk Assessment,9.0,,,,0.0,
Osaka Medical Center,10.0,,,,0.0,
Kirtland AFB,11.0,,,,0.0,
Ecole Nationale Superieure de Chimie de Montpellier,12.0,,,,21.0,
De La Salle University-Manila,13.0,,,,0.0,
Egerton University,14.0,,,,0.0,
Abant Izzet Baysal University,0.0,,,,0.0,
Universiti Malaysia Terengganu,1.0,,,,0.0,
Northrop Grumman,2.0,,,,232.0,
Jiangxi University of Finance and Economics,3.0,,,,0.0,
Institute of Engineering of Lisbon,4.0,,,,0.0,
Hopital Civil,5.0,,,,0.0,
Middlebury College,6.0,,,,1.0,
Taiwan Semiconductor Manufacturing Company,7.0,,,,3329.0,
Lembaga Ilmu Pengetahuan Indonesia,8.0,,,,0.0,
Harbin Normal University,9.0,,,,0.0,
Guangdong Power Grid Corporation,10.0,,,,0.0,
Kafrelsheikh University,11.0,,,,0.0,
Norwegian Institute for Air Research,12.0,,,,0.0,
National Institutes of Natural Sciences - National Institute for Basic Biology,13.0,,,,0.0,
Siberian Federal University,14.0,,,,0.0,
China Geological Survey,0.0,,,,0.0,
Station Biologique de Roscoff,1.0,,,,0.0,
Hubei University of Technology,2.0,,,,2.0,
Colgate University,3.0,,,,0.0,
SAP Research,4.0,,,,0.0,
Hospital Universitario de Valme,5.0,,,,0.0,
Max-Planck-Institute for Biological Cybernetics,6.0,,,,0.0,
Punjab Agricultural University,7.0,,,,0.0,
University of Northern British Columbia,8.0,,,,0.0,
Chengdu Institute of Biology Chinese Academy of Sciences,9.0,,,,0.0,
University of Primorska,0.0,,,,0.0,
Technological Educational Institute of Crete,0.0,,,,1.0,
Kazan National Research Technological University,1.0,,,,0.0,
Kanagawa University,2.0,,,,9.0,
Madras Medical College,3.0,,,,0.0,
Forestry and Forest Products Research Institute,4.0,,,,2.0,
Punjabi University,5.0,,,,0.0,
Universidad Nacional de San Martin,6.0,,,,0.0,
Stockholm Environment Institute,7.0,,,,0.0,
University of Richmond,8.0,,,,1.0,
Institute of Engineering Thermophysics Chinese Academy of Sciences,9.0,,,,7.0,
Forschungszentrum Borstel,10.0,,,,2.0,
University of the Azores,11.0,,,,0.0,
Nestle,12.0,,,,49.0,
King Mongkut's University of Technology North Bangkok,13.0,,,,0.0,
Changwon National University,14.0,,,,8.0,
Meijo University,0.0,,,,32.0,
Bahcesehir University,1.0,,,,0.0,
Hebei Agricultural University,2.0,,,,0.0,
Southwest Foundation for Biomedical Research,3.0,,,,0.0,
Klinikum Bogenhausen,4.0,,,,0.0,
China Institute of Atomic Energy,5.0,,,,0.0,
Robert Gordon University,6.0,,,,1.0,
Asian Institute of Technology,7.0,,,,0.0,
Royal Hospital for Sick Children Glasgow,8.0,,,,0.0,
Universidad Autonoma del Estado de Morelos,9.0,,,,2.0,
International Islamic University Islamabad,10.0,,,,0.0,
Agricultural Research Council,11.0,,,,0.0,
"Ministry of Health, Indonesia",12.0,,,,0.0,
"Kalinga Institute of Industrial Technology, Bhubaneswar",13.0,,,,0.0,
Naresuan University,14.0,,,,0.0,
Greenlane Clinical Centre,0.0,,,,0.0,
Space Science Institute,1.0,,,,2.0,
University of Madeira,2.0,,,,0.0,
LCC Laboratoire de Chimie de Coordination,3.0,,,,0.0,
Bose Institute,4.0,,,,1.0,
Universite du Quebec a Rimouski,5.0,,,,0.0,
Universidade Federal do Piaui,6.0,,,,0.0,
Suzhou University of Science and Technology,7.0,,,,0.0,
Shenyang University,8.0,,,,0.0,
Mathematical Institute SANU,9.0,,,,0.0,
International Monetary Fund,10.0,,,,0.0,
Xinxiang Medical College,11.0,,,,0.0,
Universidade Catolica Portuguesa,12.0,,,,0.0,
"University of Tennessee, Chattanooga",0.0,,,,0.0,
University of Colombo,1.0,,,,0.0,
University of Sharjah,2.0,,,,0.0,
Mustafa Kemal University,3.0,,,,0.0,
Sydney Hospital and Sydney Eye Hospital,4.0,,,,0.0,
Kharkov National University,5.0,,,,0.0,
Universidade Federal do Maranhao,6.0,,,,1.0,
"Vertex Pharmaceuticals, Inc.",7.0,,,,0.0,
Lahore University of Management Sciences (LUMS),0.0,,,,0.0,
E.ON,1.0,,,,6.0,
Roche Diagnostics GmbH,2.0,,,,253.0,
Zhejiang Chinese Medical University,3.0,,,,0.0,
Meir Hospital Sapir Medical Center,4.0,,,,0.0,
Corvinus University of Budapest,5.0,,,,0.0,
Universidade de Pernambuco,6.0,,,,0.0,
Sydney Children's Hospital,7.0,,,,5.0,
Spaulding Rehabilitation Hospital,8.0,,,,1.0,
Instituto Dante Pazzanese de Cardiologia,9.0,,,,0.0,
Chinese Academy of Tropical Agricultural Sciences,10.0,,,,0.0,
Indian Institute of Technology Gandhinagar,11.0,,,,0.0,
Universidade Estadual de Ponta Grossa,12.0,,,,1.0,
Ospedale Bellaria,13.0,,,,0.0,
Swedish Defence Research Agency,14.0,,,,0.0,
University of the Pacific,0.0,,,,0.0,
Taiyuan University of Science and Technology,1.0,,,,2.0,
Hung Kuang University Taiwan,2.0,,,,0.0,
Portland VA Medical Center,3.0,,,,0.0,
National Institute of Health Sciences Tokyo,4.0,,,,0.0,
Zhejiang Academy of Agricultural Sciences,5.0,,,,1.0,
Universite d'Artois,6.0,,,,0.0,
Southwestern University of Finance and Economics,0.0,,,,0.0,
Grand Valley State University,1.0,,,,0.0,
Osservatorio Astronomico di Capodimonte,0.0,,,,0.0,
National United University Taiwan,1.0,,,,0.0,
Weierstrass Institute for Applied Analysis and Stochastics,2.0,,,,0.0,
Procter and Gamble,3.0,,,,2.0,
Chapel Allerton Hospital,4.0,,,,0.0,
University of Baltimore,0.0,,,,0.0,
Regenstrief Institute Inc,1.0,,,,0.0,
University of Kurdistan,2.0,,,,0.0,
LORIA,3.0,,,,1.0,
Hospital Universitario San Cecilio,4.0,,,,0.0,
National Taipei University,5.0,,,,42.0,
"Leibniz Institute for Tropospheric Research (TROPOS), Leipzig",6.0,,,,0.0,
Adnan Menderes University,7.0,,,,0.0,
Halmstad University,8.0,,,,0.0,
University of Brunei Darussalam,9.0,,,,0.0,
Birmingham City University,10.0,,,,0.0,
Max Planck Institute of Immunobiology,11.0,,,,0.0,
Hopital Louis Pradel,12.0,,,,0.0,
BBN Technologies,13.0,,,,52.0,
Max-Planck-Institut fur Bioanorganische Chemie,0.0,,,,0.0,
Max Planck Institute for Infection Biology,1.0,,,,0.0,
Royal United Hospital,2.0,,,,0.0,
University of Hawaii at Hilo,3.0,,,,0.0,
Duzce University,0.0,,,,0.0,
PSG College of Technology India,1.0,,,,0.0,
Gauhati University,2.0,,,,0.0,
Xinyang Normal University,3.0,,,,0.0,
University of Mysore,0.0,,,,0.0,
University of Defence,1.0,,,,0.0,
Chongqing Technology and Business University,0.0,,,,0.0,
Max-Planck-Institut fur Terrestrische Mikrobiologie,1.0,,,,0.0,
University of Gavle,2.0,,,,0.0,
Monterey Bay Aquarium Research Institute,3.0,,,,2.0,
Opole University of Technology,4.0,,,,0.0,
Shaoxing University,5.0,,,,0.0,
Shenyang Agricultural University,6.0,,,,0.0,
Reinier de Graaf Groep,0.0,,,,0.0,
"Instituto de Ecologia, A.C.",1.0,,,,4.0,
Universidad Simon Bolivar,2.0,,,,0.0,
Petrobras,3.0,,,,35.0,
Norwegian Polar Institute,4.0,,,,0.0,
"South Valley University, Egypt",5.0,,,,0.0,
Kwansei Gakuin University,6.0,,,,0.0,
Walton Centre for Neurology and Neurosurgery NHS Trust,7.0,,,,0.0,
IMT Institute for Advanced Studies Lucca,8.0,,,,0.0,
Mercer University,9.0,,,,4.0,
Government College University Lahore,10.0,,,,0.0,
National Research University of Electronic Technology (MIET),11.0,,,,0.0,
Institut National de Sante Publique Du Quebec,12.0,,,,0.0,
"Honda Motor Co., Ltd.",13.0,,,,4772.0,
"Fraunhofer Institute of Optronics, System Technologies and Image Exploitation (IOSB)",14.0,,,,0.0,
Karunya University,0.0,,,,0.0,
Chongqing Institute of Technology,1.0,,,,0.0,
NORDITA,2.0,,,,0.0,
New York City Department of Health and Mental Hygiene,3.0,,,,0.0,
U.S. Army Medical Research Institute of Infectious Diseases,4.0,,,,1.0,
Snecma Groupe SAFRAN,5.0,,,,0.0,
Institute for Animal Health,6.0,,,,0.0,
Beijing Technology & Business University,7.0,,,,0.0,
Cochin University of Science and Technology,8.0,,,,0.0,
California Academy of Sciences,9.0,,,,0.0,
Tecnalia,10.0,,,,12.0,
Tokyo University of Marine Science and Technology,0.0,,,,12.0,
University of Cape Coast Ghana,1.0,,,,0.0,
University of Jammu,2.0,,,,0.0,
New England Research Institutes,3.0,,,,0.0,
Hashemite University,4.0,,,,0.0,
Dalian University,5.0,,,,41.0,
Isis Pharmaceuticals,6.0,,,,168.0,
Mid-Western Regional Hospital Limerick,7.0,,,,0.0,
Romanian Academy - Petru Poni Institute of Macromolecular Chemistry,8.0,,,,0.0,
National Institute of Oncology,9.0,,,,0.0,
Derriford Hospital,10.0,,,,0.0,
"Armed Forces Research Institute of Medical Sciences, Thailand",11.0,,,,0.0,
East China Jiaotong University,12.0,,,,0.0,
Istanbul Aydin University,13.0,,,,0.0,
University of Sargodha,0.0,,,,0.0,
Nazarbayev University,0.0,,,,2.0,
Alexandra Hospital,1.0,,,,1.0,
Saint Joseph University,2.0,,,,0.0,
Universiti Malaysia Sarawak,3.0,,,,0.0,
Banner Sun Health Research Institute,0.0,,,,0.0,
Institute of Ecosystem Studies,1.0,,,,0.0,
California State University Los Angeles,2.0,,,,0.0,
Civil Aviation University of China,0.0,,,,0.0,
Xi'an University of Science and Technology,1.0,,,,0.0,
Tata Consultancy Services,2.0,,,,369.0,
National Chi Nan University,3.0,,,,15.0,
College of New Jersey,4.0,,,,0.0,
Shahed University,5.0,,,,0.0,
Ecole Nationale Superieure de Mecanique et dAerotechnique,6.0,,,,0.0,
Universite de Perpignan,7.0,,,,2.0,
Bogolyubov Institute for Theoretical Physics Nasu,8.0,,,,0.0,
Balgrist University Hospital,9.0,,,,0.0,
Lehman College,10.0,,,,0.0,
Minzu University of China,11.0,,,,0.0,
Australian Antarctic Division,12.0,,,,0.0,
Ecole Nationale Veterinaire de Toulouse,13.0,,,,0.0,
University of Lagos,14.0,,,,0.0,
Ataturk Training and Research Hospital,0.0,,,,0.0,
Izmir Katip Celebi University,1.0,,,,0.0,
National University of Tainan Taiwan,2.0,,,,0.0,
Universidad Autonoma del Estado de Mexico,3.0,,,,0.0,
China Academy of Space Technology,4.0,,,,1.0,
Electric Power Research Institute,5.0,,,,107.0,
State Government of Victoria,6.0,,,,0.0,
University Centre in Svalbard,7.0,,,,0.0,
Al Farabi Kazakh National University,0.0,,,,1.0,
University of Kalyani,1.0,,,,0.0,
Ospedale di Circolo,2.0,,,,0.0,
University of Kashmir,3.0,,,,0.0,
Universidad Tecnologica de Pereira,4.0,,,,0.0,
Jiangxi Agricultural University,5.0,,,,1.0,
Black Dog Institute,6.0,,,,0.0,
Aintree University Hospitals NHS Foundation Trust,7.0,,,,0.0,
Westat,8.0,,,,0.0,
Medical University of Varna,9.0,,,,0.0,
