name,index,patent_count_2012,patent_count_2013,patent_count_2014,patent_count_2015,patent_count_2016
"Beaumont Hospital, Dublin",0.0,,,,,0.0
Instituto Universitario de Lisboa,1.0,,,,,0.0
University of Lethbridge,2.0,,,,,2.0
Max Planck Institute for Molecular Genetics,3.0,,,,,0.0
Concord Repatriation General Hospital,4.0,,,,,0.0
Shell,5.0,,,,,770.0
Shimane University,6.0,,,,,4.0
Korea Institute of Energy Research,7.0,,,,,148.0
Centre Hospitalier Universitaire de Saint Etienne,8.0,,,,,0.0
Ifakara Health Institute,9.0,,,,,1.0
Max-Planck-Institut fur Psychiatrie,10.0,,,,,0.0
Uganda Ministry of Health,11.0,,,,,0.0
University of Yaounde I,12.0,,,,,0.0
Illinois State University,13.0,,,,,1.0
Indian Agricultural Research Institute,14.0,,,,,0.0
Bucknell University,0.0,,,,,3.0
Cisco Systems,1.0,,,,,4.0
University of Sciences and Technology Houari Boumediene,2.0,,,,,0.0
Universitatsklinikum Schleswig-Holstein Campus Lubeck,3.0,,,,,0.0
Institute for Systems Biology,4.0,,,,,9.0
Riga Technical University,5.0,,,,,0.0
Belfast Health and Social Care Trust,6.0,,,,,0.0
Max Planck Institute for Chemistry,7.0,,,,,0.0
Sakarya University,0.0,,,,,0.0
Universitat Ramon Llull,1.0,,,,,1.0
AT&T,2.0,,,,,0.0
Ames Laboratory,3.0,,,,,0.0
Ondokuz Mayis University,4.0,,,,,0.0
Banha University,0.0,,,,,0.0
University of Beni Suef,1.0,,,,,0.0
University of Kragujevac,2.0,,,,,0.0
OLVG,3.0,,,,,0.0
Fondazione Telethon,4.0,,,,,23.0
Shahrekord University of Medical Sciences,5.0,,,,,0.0
Cleveland State University,6.0,,,,,4.0
Hospital Universitario de Salamanca,7.0,,,,,0.0
Anhui University of Technology,8.0,,,,,0.0
Jamia Millia Islamia,9.0,,,,,1.0
Hennepin County Medical Center,10.0,,,,,0.0
Uludag University,11.0,,,,,0.0
University of Life Sciences in Poznan,12.0,,,,,0.0
Robert Bosch GmbH,13.0,,,,,5192.0
Academy of Athens,14.0,,,,,0.0
Hanoi University of Technology,0.0,,,,,0.0
Qufu Normal University,1.0,,,,,0.0
Ospedale Maggiore,2.0,,,,,9.0
Iuliu Hatieganu University of Medicine and Pharmacy,3.0,,,,,1.0
Bengal Engineering and Science University,4.0,,,,,0.0
Donostia International Physics Center (DIPC),0.0,,,,,0.0
Far Eastern Federal University,1.0,,,,,0.0
Vietnamese Academy of Science and Technology,2.0,,,,,0.0
Hartford Hospital,3.0,,,,,0.0
"Yonsei University, Wonju",4.0,,,,,30.0
Royal London Hospital,0.0,,,,,0.0
Niguarda Hospital,1.0,,,,,0.0
Finnish Environment Institute,2.0,,,,,0.0
Lincoln University,3.0,,,,,9.0
Kyoto University of Education,4.0,,,,,0.0
Instituto Nacional de Tecnologia Agropecuaria,5.0,,,,,7.0
Universidad de Santiago de Chile,6.0,,,,,29.0
Hopital Hotel-Dieu AP-HP,0.0,,,,,0.0
Institute of Atomic and Molecular Sciences Academia Sinica Taiwan,1.0,,,,,0.0
Zhejiang Gongshang University,2.0,,,,,0.0
Federal Reserve Bank,3.0,,,,,0.0
Gondar University,4.0,,,,,0.0
John Innes Centre,5.0,,,,,0.0
Norfolk and Norwich University Hospital NHS Trust,6.0,,,,,0.0
Max Planck Institute of Molecular Cell Biology and Genetics,7.0,,,,,0.0
Soongsil University,8.0,,,,,117.0
Daegu Gyeongbuk Institute of Science and Technology,9.0,,,,,45.0
Nanjing University of Chinese Medicine,10.0,,,,,0.0
Osmania University,11.0,,,,,0.0
Universidad Central de Venezuela,12.0,,,,,0.0
Universite d' Evry Val d'Essonne,13.0,,,,,0.0
Fukushima Medical University,14.0,,,,,3.0
Ospedale Niguarda Ca'Granda,0.0,,,,,0.0
Kennedy Krieger Institute,1.0,,,,,13.0
Universidad Iberoamericana (UIA),0.0,,,,,0.0
Universidad de Huelva,1.0,,,,,4.0
"Leibniz-Institute of Freshwater Ecology and Inland Fisheries (IGB), Berlin",2.0,,,,,0.0
Centrum voor Wiskunde en Informatica,3.0,,,,,0.0
Denver Health,4.0,,,,,0.0
Ecole Normale Superieure de Rennes,5.0,,,,,0.0
Plymouth Marine Laboratory,6.0,,,,,0.0
Anhui Normal University,0.0,,,,,0.0
Thomas Jefferson National Accelerator Facility,1.0,,,,,0.0
Flemish Institute for Technological Research,2.0,,,,,0.0
Centraalbureau voor Schimmelcultures,3.0,,,,,0.0
King Mongkut's Institute of Technology Ladkrabang,4.0,,,,,0.0
Appalachian State University,5.0,,,,,0.0
Indira Gandhi Centre for Atomic Research,6.0,,,,,0.0
Cross Cancer Institute,7.0,,,,,0.0
Wonkwang University,8.0,,,,,2.0
Universidad de Deusto,9.0,,,,,0.0
Meiji University,10.0,,,,,7.0
Centre Hospitalier Universitaire de Brest,11.0,,,,,0.0
Yasouj University,12.0,,,,,0.0
NASA Marshall Space Flight Center,13.0,,,,,0.0
Chinese Academy of Forestry,14.0,,,,,3.0
Dublin Institute of Technology,0.0,,,,,18.0
West Pomeranian University of Technology,1.0,,,,,0.0
Tzu Chi University,2.0,,,,,1.0
Urmia University,3.0,,,,,0.0
Samara National Research University,4.0,,,,,0.0
Groupe Hospitalier Pellegrin,5.0,,,,,0.0
Nathan S. Kline Institute for Psychiatric Research,6.0,,,,,0.0
Medical University of Bialystok,7.0,,,,,0.0
Rolls-Royce,8.0,,,,,1613.0
Jonkoping University,9.0,,,,,0.0
Institut Eurecom,10.0,,,,,0.0
Warneford Hospital,11.0,,,,,0.0
University of Arkansas Little Rock,0.0,,,,,0.0
Gaziosmanpasa University,1.0,,,,,0.0
Hospital Universitario de Canarias,2.0,,,,,0.0
Kerman University of Medical Sciences,3.0,,,,,0.0
University of Puerto Rico-Mayaguez,4.0,,,,,0.0
NYU Abu Dhabi,5.0,,,,,0.0
Academy of Military Medical Science China,6.0,,,,,0.0
Guilin University of Electronic Technology,7.0,,,,,1.0
University of Koblenz-Landau,8.0,,,,,0.0
Changchun University of Science and Technology,9.0,,,,,0.0
Kyoto Institute of Technology,10.0,,,,,40.0
Anadolu University,11.0,,,,,0.0
Arabian Gulf University,0.0,,,,,3.0
Harokopio University,1.0,,,,,0.0
Royal Women's Hospital,2.0,,,,,0.0
Open University of the Netherlands,3.0,,,,,0.0
Karlstad University,4.0,,,,,0.0
Alberta Children's Hospital,5.0,,,,,0.0
Athens University of Economics and Business,6.0,,,,,0.0
Instituto Nacional de Pesquisas Da Amazonia,7.0,,,,,2.0
Thailand Ministry of Public Health,8.0,,,,,0.0
Abbott Laboratories,9.0,,,,,287.0
Shaanxi University of Science and Technology,10.0,,,,,0.0
Arak University of Medical Sciences,11.0,,,,,0.0
East Tennessee State University,12.0,,,,,6.0
Nelson Mandela Metropolitan University,13.0,,,,,6.0
Partners HealthCare,0.0,,,,,0.0
University of Incheon,1.0,,,,,0.0
University of Pannonia,2.0,,,,,0.0
Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,3.0,,,,,0.0
H. Lundbeck A/S,4.0,,,,,68.0
Shanghai Maritime University,5.0,,,,,2.0
Ford Motor,6.0,,,,,186.0
Minneapolis Heart Institute,7.0,,,,,0.0
Xuzhou Medical University,8.0,,,,,0.0
James Madison University,9.0,,,,,0.0
Clausthal University of Technology,10.0,,,,,0.0
Bangladesh University of Engineering and Technology,11.0,,,,,0.0
Changsha University of Science and Technology,12.0,,,,,0.0
Hospital Son Dureta,13.0,,,,,0.0
Southwest University of Science and Technology,14.0,,,,,0.0
Mersin University,0.0,,,,,0.0
Lebanese University,1.0,,,,,0.0
Vietnam National University,2.0,,,,,0.0
Birzeit University,0.0,,,,,0.0
Universidade Eduardo Mondlane,1.0,,,,,0.0
Kocaeli University,2.0,,,,,0.0
CHU de Reims,3.0,,,,,0.0
Nagaoka University of Technology,0.0,,,,,20.0
DuPont,1.0,,,,,174.0
Tan Tock Seng Hospital,2.0,,,,,4.0
Tomas Bata University in Zlin,3.0,,,,,2.0
Laurentian University,4.0,,,,,1.0
Hospital District of Helsinki and Uusimaa,5.0,,,,,0.0
Ludwig Boltzmann Institute,6.0,,,,,0.0
LIRMM,7.0,,,,,0.0
Carolinas Medical Center,8.0,,,,,0.0
Dicle University,0.0,,,,,0.0
Alpen-Adria-Universitat Klagenfurt,1.0,,,,,1.0
Jaypee University of Information Technology,2.0,,,,,0.0
Biogen IDEC,0.0,,,,,8.0
Pomeranian Medical University,1.0,,,,,0.0
The Francis Crick Institute,2.0,,,,,1.0
Royal Victoria Hospital Belfast,3.0,,,,,0.0
Lockheed Martin,4.0,,,,,454.0
Idaho State University,5.0,,,,,7.0
Universite  Djillali Liabes de Sidi Bel Abbes,6.0,,,,,0.0
Cancer Registry of Norway Institute of Population-Based Cancer Research,0.0,,,,,0.0
Centre de Recherche Public de la Sante Luxembourg,1.0,,,,,0.0
University of Pardubice,2.0,,,,,1.0
Minufiya University,3.0,,,,,0.0
Ozyegin University,4.0,,,,,0.0
Institute of Mechanics Chinese Academy of Sciences,5.0,,,,,0.0
Kyorin University,6.0,,,,,1.0
Kosin University,7.0,,,,,0.0
Hospital Israelita Albert Einstein,8.0,,,,,0.0
Universidad de La Rioja,9.0,,,,,2.0
National Cancer Center Hospital East,10.0,,,,,0.0
La Jolla Institute for Allergy and Immunology,11.0,,,,,18.0
University of Dhaka,12.0,,,,,0.0
Robert Bosch Krankenhaus Stuttgart,13.0,,,,,0.0
Desert Research Institute,14.0,,,,,1.0
Universite Sidi Mohamed Ben Abdellah,0.0,,,,,0.0
Ball State University,1.0,,,,,0.0
Wesleyan University,2.0,,,,,0.0
National Kaohsiung University of Applied Sciences,3.0,,,,,5.0
Central European University,4.0,,,,,0.0
Universidade Federal de Mato Grosso,5.0,,,,,0.0
TOTAL SA,6.0,,,,,107.0
European Centre for Disease Prevention and Control,7.0,,,,,0.0
National Institute of Pharmaceutical Education and Research India,8.0,,,,,0.0
Instituto Nacional de Cancer,9.0,,,,,0.0
Staatliches Museum fur Naturkunde,10.0,,,,,0.0
Wistar Institute,11.0,,,,,20.0
University of Port Harcourt,0.0,,,,,0.0
Hainan University,1.0,,,,,1.0
Santa Clara University,2.0,,,,,11.0
Chi-Mei Medical Center,3.0,,,,,2.0
Interuniversity Cardiology Institute of the Netherlands,4.0,,,,,0.0
St. John's University,5.0,,,,,3.0
Agilent Technologies,6.0,,,,,198.0
Kongju National University,0.0,,,,,3.0
Leibniz Institute of Polymer Research Dresden (IPF),1.0,,,,,0.0
Lublin University of Technology,0.0,,,,,0.0
Sri Venkateswara University,1.0,,,,,0.0
Sincrotrone Trieste,2.0,,,,,2.0
University of Tunis,3.0,,,,,0.0
National Institute of Radiological Sciences Chiba,4.0,,,,,0.0
Sathyabama University,5.0,,,,,0.0
International Food Policy Research Institute,6.0,,,,,0.0
St. George Hospital,0.0,,,,,0.0
Yazd University,1.0,,,,,0.0
North Carolina A and T State University,2.0,,,,,0.0
Dumlupinar University,3.0,,,,,0.0
Napier University,4.0,,,,,0.0
Universidad Michoacana de San Nicolas de Hidalgo,5.0,,,,,0.0
California State University Northridge,6.0,,,,,1.0
Liaocheng University,7.0,,,,,0.0
Madurai Kamaraj University,8.0,,,,,0.0
Max-Planck-Institut fur marine Mikrobiologie,0.0,,,,,0.0
UNICEF,1.0,,,,,0.0
Ospedale Policlinico,2.0,,,,,0.0
Princess Margaret Hospital for Children,3.0,,,,,0.0
Dalarna University,4.0,,,,,0.0
Tezpur University,5.0,,,,,0.0
Plant and Food Research,6.0,,,,,10.0
Wills Eye Hospital,0.0,,,,,0.0
FIRC Institute of Molecular Oncology,1.0,,,,,0.0
Universidad de Valparaiso,2.0,,,,,2.0
Celal Bayar University,3.0,,,,,0.0
Bharathidasan University,4.0,,,,,0.0
"National Institute of Technology, Durgapur",5.0,,,,,0.0
Szent Istvan University,0.0,,,,,0.0
Tshwane University of Technology,1.0,,,,,3.0
Ecole Nationale Superieure des Telecommunications de Bretagne,2.0,,,,,0.0
Merck KGaA,3.0,,,,,0.0
IWK Health Centre,4.0,,,,,0.0
Oita University,5.0,,,,,11.0
Don Gnocchi Foundation,6.0,,,,,0.0
Universidad de Guanajuato,7.0,,,,,2.0
European Centre for Medium-Range Weather Forecasts,8.0,,,,,0.0
Royal Netherlands Meteorological Institute,9.0,,,,,0.0
Ahmadu Bello University,10.0,,,,,0.0
Babraham Institute,11.0,,,,,6.0
Chuo University,12.0,,,,,9.0
Regions Hospital,13.0,,,,,0.0
Royal Military College of Canada,14.0,,,,,0.0
Tunghai University,0.0,,,,,6.0
U.S. Army Engineer Research and Development Center,1.0,,,,,0.0
Rijnstate Hospital,2.0,,,,,0.0
Belarusian State University,3.0,,,,,0.0
National Institutes of Natural Sciences - Institute for Molecular Science,4.0,,,,,0.0
Royal Victoria Hospital Barrie,5.0,,,,,0.0
Hopital de la Croix-Rousse,6.0,,,,,0.0
Defence Research and Development Organisation India,7.0,,,,,0.0
Shandong University of Technology,8.0,,,,,2.0
GNS Science,9.0,,,,,0.0
Indian Institute of Technology Hyderabad,10.0,,,,,6.0
INOVA Fairfax Hospital,11.0,,,,,0.0
College of Charleston,0.0,,,,,1.0
Max Planck Institut fur Chemische Okologie,0.0,,,,,0.0
Eulji University,1.0,,,,,2.0
Universidade Federal Rural do Rio de Janeiro,2.0,,,,,0.0
Shahrekord University,3.0,,,,,0.0
Shanghai University of Electric Power,4.0,,,,,0.0
Hebei Normal University,5.0,,,,,0.0
Royal Belgian Institute of Natural Sciences,6.0,,,,,0.0
National Synchrotron Radiation Research Center Taiwan,7.0,,,,,0.0
Kansai University,8.0,,,,,33.0
Bauhaus-Universitat Weimar,9.0,,,,,0.0
Sahand University of Technology,10.0,,,,,0.0
Universite Paris X Nanterre,11.0,,,,,0.0
Institut Catala de la Salut,12.0,,,,,0.0
Universidad de Talca,13.0,,,,,7.0
Nokia Siemens Networks,14.0,,,,,9.0
"Leibniz Centre for Agricultural Landscape Research (ZALF), Muncheberg",0.0,,,,,0.0
Catholic University of Daegu,1.0,,,,,3.0
Oklahoma Medical Research Foundation,2.0,,,,,18.0
Universiti Tenaga Nasional,3.0,,,,,0.0
Hospital Universitario Virgen de las Nieves,4.0,,,,,0.0
Wuhan Institute of Technology,5.0,,,,,0.0
Hongik University,6.0,,,,,6.0
Universite de Bejaia,7.0,,,,,0.0
Carmel Medical Center,0.0,,,,,0.0
Women's and Children's Hospital Adelaide,1.0,,,,,0.0
Iwate Medical University,2.0,,,,,4.0
deCODE Genetics,3.0,,,,,1.0
Ministry of Health Oman,4.0,,,,,0.0
Taipei City Hospital,5.0,,,,,0.0
Kaunas University of Technology,6.0,,,,,5.0
Hopital Raymond Poincare,7.0,,,,,0.0
Gebze Technical University,8.0,,,,,0.0
Osservatorio Astronomico di Bologna,9.0,,,,,0.0
Hamamatsu University School of Medicine,10.0,,,,,12.0
Central Research Institute of Electric Power Industry,11.0,,,,,78.0
"Birla Institute of Technology, Mesra",12.0,,,,,0.0
SETI Institute,13.0,,,,,0.0
Queensland Department of Agriculture and Fisheries,14.0,,,,,0.0
Max-Planck-Institute of Molecular Plant Physiology,0.0,,,,,0.0
Pochon CHA University,1.0,,,,,10.0
Indian Institute of Technology Ropar,2.0,,,,,0.0
Cankaya University,3.0,,,,,0.0
Institute for Plasma Research,4.0,,,,,0.0
Institute of Photonic Technology,5.0,,,,,0.0
Hosei University,6.0,,,,,0.0
International Rice Research Institute,7.0,,,,,4.0
Dokkyo Medical University,8.0,,,,,1.0
Amphia Hospital,9.0,,,,,0.0
Akita University,10.0,,,,,11.0
Aichi Medical University,11.0,,,,,1.0
Yangtze University,12.0,,,,,0.0
London South Bank University,13.0,,,,,0.0
Rosalind Franklin University of Medicine and Science,14.0,,,,,11.0
Battelle,0.0,,,,,491.0
Panasonic Corporation,1.0,,,,,499.0
Prince Charles Hospital,2.0,,,,,0.0
Roehampton University,3.0,,,,,0.0
Sam Houston State University,4.0,,,,,7.0
Universite de Valenciennes et du Hainaut Cambresis,5.0,,,,,2.0
Westchester Medical Center,6.0,,,,,0.0
Centre Antoine Lacassagne,7.0,,,,,0.0
IT University of Copenhagen,8.0,,,,,1.0
Israel Ministry of Health,9.0,,,,,0.0
UNIVERSIDAD DEL DESARROLLO,10.0,,,,,1.0
American University in Cairo,11.0,,,,,8.0
Hunan University of Science and Technology,0.0,,,,,0.0
Laboratori Nazionali di Legnaro,1.0,,,,,0.0
Max Planck Institute for Developmental Biology,2.0,,,,,0.0
Minia University,3.0,,,,,0.0
University of Rzeszow,4.0,,,,,0.0
Nara Medical University,5.0,,,,,7.0
Forschungsinstitut Senckenberg,6.0,,,,,0.0
Cumhuriyet University,7.0,,,,,0.0
Korea National Institute of Health,8.0,,,,,0.0
University of Notre Dame Australia,0.0,,,,,0.0
GENOPOLE,1.0,,,,,0.0
Sanquin Blood Supply Foundation,2.0,,,,,3.0
Universidad Autonoma de Chile,3.0,,,,,0.0
Ecole Nationale Superieure de Techniques Avancees,4.0,,,,,1.0
Saint Francis Xavier University,5.0,,,,,0.0
"Institute of Electrical Engineering, Chinese Academy of Sciences",6.0,,,,,1.0
Nanjing Institute of Geography and Limnology Chinese Academy of Sciences,7.0,,,,,0.0
United States Navy,8.0,,,,,0.0
Zucker Hillside Hospital,9.0,,,,,0.0
"Centre for Economic Policy Research, London",10.0,,,,,0.0
Universidade Federal de Alagoas,11.0,,,,,0.0
"Medtronic, Inc.",12.0,,,,,889.0
Chinese Academy of Meteorological Sciences,0.0,,,,,0.0
Hopital Saint Joseph,1.0,,,,,0.0
United States Air Force Institute of Technology,2.0,,,,,0.0
Tarbiat Moallem University,3.0,,,,,0.0
University of Teesside,4.0,,,,,0.0
Carleton College,5.0,,,,,0.0
Union Memorial Hospital,6.0,,,,,0.0
CNRM Centre National de Recherches Meteorologiques,7.0,,,,,0.0
Pace University,8.0,,,,,0.0
Leicester Royal Infirmary,9.0,,,,,0.0
Alfred I. duPont Hospital for Children,10.0,,,,,0.0
University of Hail,11.0,,,,,0.0
Tianjin Normal University,12.0,,,,,0.0
St. Marianna University School of Medicine,13.0,,,,,8.0
Bahauddin Zakariya University,14.0,,,,,0.0
Rzeszow University of Technology,0.0,,,,,0.0
University of Colorado Colorado Springs,1.0,,,,,0.0
Polytechnic Institute of Bragan?a,2.0,,,,,0.0
Hopital de Hautepierre,3.0,,,,,0.0
Daegu University,4.0,,,,,4.0
Institute for Clinical and Experimental Medicine,0.0,,,,,2.0
Institute of Electron Technology,0.0,,,,,0.0
Sunchon National University,1.0,,,,,13.0
Papworth Hospital,2.0,,,,,0.0
Centro de Investigacion Principe Felipe,3.0,,,,,4.0
ABB Corporate Research,4.0,,,,,0.0
University of Sousse,5.0,,,,,0.0
University of Allahabad,6.0,,,,,0.0
Novosibirsk State Technical University,0.0,,,,,0.0
Universite de Technologie Belfort-Montbeliard,1.0,,,,,0.0
Shanghai Institute of Technology,2.0,,,,,0.0
California State University Long Beach,3.0,,,,,0.0
Max-Planck Institut fur Chemische Physik fester Stoffe,4.0,,,,,0.0
"Trimbos Institute, Netherlands Institute of Mental Health and Addiction",5.0,,,,,0.0
Wildlife Conservation Society,6.0,,,,,0.0
Erzincan University,7.0,,,,,0.0
National Defense Medical College Tokorozawa,8.0,,,,,0.0
Hospital Italiano de Buenos Aires,9.0,,,,,0.0
IRCCS S. Giovanni di Dio-FBF,10.0,,,,,0.0
Saratov State University,0.0,,,,,1.0
University of Peshawar,1.0,,,,,0.0
Sao Joao Hospital,2.0,,,,,0.0
European Space Agency - ESA,3.0,,,,,8.0
Bialystok Technical University,4.0,,,,,0.0
American University of Sharjah,5.0,,,,,0.0
Universiti Malaysia Sabah,6.0,,,,,4.0
"Scientific Institute of Public Health, Brussels",7.0,,,,,0.0
University of Aizu,8.0,,,,,0.0
Xinjiang Medical University,9.0,,,,,0.0
Clinica Alemana,10.0,,,,,0.0
Texas Heart Institute,11.0,,,,,8.0
Sardar Vallabhbhai National Institute of Technology Surat,12.0,,,,,0.0
International Livestock Research Institute,13.0,,,,,0.0
Universidade do Sul de Santa Catarina,14.0,,,,,0.0
Kansai Medical University,0.0,,,,,1.0
Telefonica,1.0,,,,,103.0
Mitsubishi Electric Corporation,2.0,,,,,4903.0
University of Alaska Anchorage,3.0,,,,,6.0
Celgene Corporation,4.0,,,,,123.0
Changhua Christian Hospital,0.0,,,,,2.0
University of North Florida,1.0,,,,,3.0
Korea Institute of Geoscience and Mineral Resources,2.0,,,,,75.0
Universite du Quebec a Chicoutimi,0.0,,,,,7.0
Thermo Fisher Scientific,0.0,,,,,153.0
International Centre for Genetic Engineering and Biotechnology,1.0,,,,,3.0
General Atomics,0.0,,,,,9.0
Asahikawa Medical University,1.0,,,,,8.0
Pontificia Universidad Catolica del Peru,2.0,,,,,1.0
IUEM Institut Univesitaire Europeen de la Mer,3.0,,,,,
Van Andel Research Institute,0.0,,,,,5.0
Eastern Michigan University,1.0,,,,,2.0
LSU Health Sciences Center - Shreveport,0.0,,,,,1.0
Korea Electronics Technology Institute,1.0,,,,,123.0
Daqing Petroleum Institute,2.0,,,,,
"Royal Victorian Eye & Ear Hospital, Melbourne",3.0,,,,,
Universidad Industrial de Santander,4.0,,,,,1.0
Pasteur Institute of Iran,5.0,,,,,1.0
Epicentre,6.0,,,,,7.0
Chubu University,0.0,,,,,7.0
Hopital Gui de Chauliac,1.0,,,,,2.0
ICMCB Institut de Chimie de la Matiere Condensee de Bordeaux,2.0,,,,,
RISE ICT,0.0,,,,,
ICN - Catalan Institute of Nanotechnology,1.0,,,,,
IISPV - Pere Virgili Health Research Institute,2.0,,,,,
Daimler AG,3.0,,,,,554.0
Hospital Universitario de Getafe,4.0,,,,,1.0
Takeda Pharmaceutical Company Limited,0.0,,,,,204.0
Universidad de Burgos,1.0,,,,,1.0
Anhui Agricultural University,2.0,,,,,1.0
Hankuk University of Foreign Studies,3.0,,,,,2.0
Corning Incorporated,0.0,,,,,1253.0
University of Prince Edward Island,1.0,,,,,4.0
University of Shizuoka,2.0,,,,,1.0
Tallinn University,3.0,,,,,10.0
Shenyang Institute of Aeronautical Engineering,0.0,,,,,
National Chiayi University,1.0,,,,,2.0
Universite du Littoral Cote d'Opal,2.0,,,,,
Jiangsu Academy of Agricultural Sciences,0.0,,,,,8.0
Sree Chitra Tirunal Institute for Medical Sciences and Technology,1.0,,,,,1.0
Syngenta,2.0,,,,,560.0
"Federal Environmental Agency, Germany",0.0,,,,,
"RAS - Institute of Mineralogy and Petrography, SB",1.0,,,,,
Staffordshire University,2.0,,,,,5.0
National University of Kaohsiung,3.0,,,,,1.0
Lanzhou Jiaotong University,4.0,,,,,1.0
Kyonggi University,5.0,,,,,9.0
Shibaura Institute of Technology,0.0,,,,,23.0
Sony,1.0,,,,,8847.0
Hospital Universitari Virgen de la Victoria,2.0,,,,,
"Leibniz Institute for Natural Product Research and Infection Biology - Hans Knoll Institute (HKI), J",3.0,,,,,
Institute of Nuclear Research National Academy of Sciences in Ukraine,0.0,,,,,
National Institute of Technology Kurukshetra,1.0,,,,,
Instituto Tecnologico de Aeronautica,2.0,,,,,1.0
Western Kentucky University,0.0,,,,,1.0
Ecole Nationale Superieure de Chimie de Montpellier,1.0,,,,,14.0
Northrop Grumman,0.0,,,,,392.0
Middlebury College,1.0,,,,,1.0
Taiwan Semiconductor Manufacturing Company,2.0,,,,,3117.0
Hubei University of Technology,0.0,,,,,5.0
Chengdu Institute of Biology Chinese Academy of Sciences,1.0,,,,,1.0
National Pingtung University of Science and Technology,2.0,,,,,4.0
Hebei University of Science and Technology,0.0,,,,,4.0
IDC - Interdisciplinary Center Herzliya,1.0,,,,,
Cardiff Metropolitan University,2.0,,,,,2.0
Universidad Nacional de Tucuman,3.0,,,,,3.0
"Minister of Culture and Communication, Paris",0.0,,,,,
Technological Educational Institute of Crete,1.0,,,,,1.0
Kanagawa University,2.0,,,,,5.0
Forestry and Forest Products Research Institute,3.0,,,,,1.0
Institute of Engineering Thermophysics Chinese Academy of Sciences,4.0,,,,,11.0
Forschungszentrum Borstel,5.0,,,,,5.0
Nestle,6.0,,,,,23.0
Changwon National University,0.0,,,,,8.0
Meijo University,1.0,,,,,28.0
China Institute of Atomic Energy,2.0,,,,,1.0
Agricultural Research Council,3.0,,,,,3.0
Bose Institute,0.0,,,,,2.0
Shenyang University,1.0,,,,,2.0
Universidade Catolica Portuguesa,2.0,,,,,1.0
Maasstad Ziekenhuis MCH ? Bronovo,0.0,,,,,
University of Colombo,1.0,,,,,1.0
Universidade Federal do Maranhao,2.0,,,,,1.0
"Vertex Pharmaceuticals, Inc.",3.0,,,,,17.0
Hopital d'Instruction des Armees Begin,4.0,,,,,
"Center for International Forestry Research, West Java",5.0,,,,,
Institute of Food Research,0.0,,,,,1.0
E.ON,1.0,,,,,7.0
Roche Diagnostics GmbH,2.0,,,,,226.0
Zhejiang Chinese Medical University,3.0,,,,,1.0
Sydney Children's Hospital,4.0,,,,,1.0
Spaulding Rehabilitation Hospital,5.0,,,,,2.0
Indian Institute of Technology Gandhinagar,6.0,,,,,1.0
Universidade Estadual de Ponta Grossa,7.0,,,,,2.0
Zhengzhoug University of Light Industry,0.0,,,,,
Centre for International Climate and Environmental Research (CICERO),1.0,,,,,
Hanbat National University,2.0,,,,,8.0
Wuhan Textile University,3.0,,,,,2.0
Institute of Electronics Chinese Academy of Sciences,4.0,,,,,17.0
General Hospital,5.0,,,,,660.0
Chongqing Normal University,6.0,,,,,1.0
Korea Electrotechnology Research Institute,7.0,,,,,32.0
Taiyuan University of Science and Technology,0.0,,,,,4.0
Zhejiang Academy of Agricultural Sciences,1.0,,,,,1.0
RAS - Joint Institute for High Temperatures Research,2.0,,,,,
Hydro-Quebec,3.0,,,,,47.0
Grand Valley State University,0.0,,,,,2.0
"Istituto Dermopatico Dell'immacolata, Rome",1.0,,,,,
China National Offshore Oil Corp,2.0,,,,,2.0
Toyota Motor,3.0,,,,,6163.0
NXP Semiconductors,4.0,,,,,8.0
Furukawa Electric,5.0,,,,,654.0
Spectrum Health,6.0,,,,,4.0
Malek Ashtar University of Technology,0.0,,,,,
Cooperative Research Centres Australia,0.0,,,,,
LORIA,1.0,,,,,8.0
National Taipei University,2.0,,,,,29.0
BBN Technologies,0.0,,,,,56.0
RAS - A. N. Nesmeyanov Institute of Organoelement Compounds,1.0,,,,,
Max-Planck-Institut fur Bioanorganische Chemie,2.0,,,,,
GE Healthcare,3.0,,,,,373.0
University of Humanities Jan Kochanowski in Kielce,4.0,,,,,
University of Dammam,5.0,,,,,6.0
Institut Claudius Regaud,6.0,,,,,2.0
Nuffield Orthopaedic Centre NHS Trust,0.0,,,,,
Islamia University,1.0,,,,,1.0
Centro de Investigacion Cientifica y de Educacion Superior de Ensenada,0.0,,,,,2.0
Cape Peninsula University of Technology,1.0,,,,,1.0
National Center for Geriatrics and Gerontology - National Institute for Longevity Sciences,2.0,,,,,
New York Blood Center,3.0,,,,,12.0
RAS - Zelinsky Institute of Organic Chemistry,4.0,,,,,
University of Mysore,0.0,,,,,1.0
Department of Environment and Climate Change NSW,1.0,,,,,
Le Bonheur Children's Medical Center,0.0,,,,,
Shenyang Agricultural University,1.0,,,,,1.0
University West of Florida,2.0,,,,,
SP Technical Research Institute of Sweden,3.0,,,,,1.0
"Instituto de Ecologia, A.C.",0.0,,,,,5.0
Petrobras,1.0,,,,,22.0
Mercer University,2.0,,,,,3.0
"Honda Motor Co., Ltd.",0.0,,,,,4348.0
U.S. Army Medical Research Institute of Infectious Diseases,1.0,,,,,2.0
Tecnalia,2.0,,,,,31.0
Central South University of Forestry & Technology,3.0,,,,,
Tokyo University of Marine Science and Technology,0.0,,,,,10.0
Dalian University,1.0,,,,,27.0
