Institution,establishment_date,source,,order,type,name,countryCode,region,sector,id,country
Universiti Sultan Zainal Abidin,,,,4393,application/json,Universiti Sultan Zainal Abidin,mys,APAC,academic,700763,Malaysia
Southwest State University,,,,4394,application/json,Southwest State University,rus,EUR,academic,703165,Russian Federation
Royal Devon & Exeter NHS Foundation Trust,,,,4395,application/json,Royal Devon & Exeter NHS Foundation Trust,gbr,EUR,medical,701891,United Kingdom
Max Planck Institute of Biophysics,,,,4396,application/json,Max Planck Institute of Biophysics,deu,EUR,academic,700918,Germany
ENSAE ParisTech,,,,4397,application/json,ENSAE ParisTech,fra,EUR,corporate,703548,France
Forest Research,,,,4398,application/json,Forest Research,gbr,EUR,government,315143,United Kingdom
National Institute of Technology Hamirpur,,,,4399,application/json,National Institute of Technology Hamirpur,ind,APAC,academic,704896,India
Bengbu Medical College,,,,4400,,,,,,,
South African Astronomical Observatory,,,,4401,application/json,South African Astronomical Observatory,zaf,AFR,government,115020,South Africa
Institute of Earth Sciences Academia Sinica Taiwan,,,,4402,application/json,Institute of Earth Sciences Academia Sinica Taiwan,twn,APAC,academic,706672,Taiwan
Universite du Havre,,,,4403,application/json,Universite du Havre,fra,EUR,academic,314310,France
Kun Shan University,,,,4404,application/json,Kun Shan University,twn,APAC,academic,217020,Taiwan
Hankyong National University,,,,4405,application/json,Hankyong National University,kor,APAC,academic,209087,South Korea
Governo do Estado de S?o Paulo,,,,4406,application/json,Governo do Estado de S?o Paulo,bra,SAM,academic,702463,Brazil
Northern Kentucky University,,,,4407,application/json,Northern Kentucky University,usa,NAM,academic,508619,United States
Institut Pasteur du Cambodge,,,,4408,application/json,Institut Pasteur du Cambodge,khm,APAC,academic,701483,Cambodia
Taylor's University Malaysia,,,,4409,application/json,Taylor's University Malaysia,mys,APAC,academic,703776,Malaysia
Kenyatta University,,,,4410,application/json,Kenyatta University,ken,AFR,academic,107006,Kenya
Lunghwa University of Science and Technology,,,,4411,application/json,Lunghwa University of Science and Technology,twn,APAC,academic,217076,Taiwan
Universidade de Caxias do Sul,,,,4412,application/json,Universidade de Caxias do Sul,bra,SAM,academic,602073,Brazil
NARO National Institute of Animal Health,,,,4413,application/json,NARO National Institute of Animal Health,jpn,APAC,government,208266,Japan
Xerox,,,,4414,application/json,Xerox,usa,NAM,corporate,508794,United States
Inter University Accelerator Centre India,,,,4415,application/json,Inter University Accelerator Centre India,ind,APAC,government,207114,India
Fraunhofer Institute for Manufacturing Engineering and Automation IPA,,,,4416,application/json,Fraunhofer Institute for Manufacturing Engineering and Automation IPA,deu,EUR,academic,703483,Germany
Tyumen State Oil and Gas University,,,,4417,application/json,Tyumen State Oil and Gas University,rus,EUR,academic,705362,Russian Federation
Changi General Hospital,,,,4418,,,,,,,
Tokushima Bunri University,,,,4419,,,,,,,
Paul Valery University of Montpellier,,,,4420,,,,,,,
Daiichi Sankyo Kabushiki-gaisha,,,,4421,,,,,,,
Korea Aerospace University,,,,4422,application/json,Korea Aerospace University,kor,APAC,academic,209038,South Korea
Wissenschaftszentrum Berlin fur Sozialforschung,,,,4423,,,,,,,
"Institute of Psychiatry and Neurology, Warszawa",,,,4424,,,,,,,
Centro de Investigacion y Docencia Economicas,,,,4426,,,,,,,
Guangdong University of Foreign Studies,,,,4427,,,,,,,
Ecole Nationale Polytechnique Algiers,,,,4428,,,,,,,
Jagadguru Sri Shivarathreeswara University,,,,4429,,,,,,,
Canadian Food Inspection Agency (CFIA),,,,4430,,,,,,,
Universidade Estadual de Montes Claros,,,,4431,,,,,,,
Sechenov First Moscow State Medical University,,,,4432,,,,,,,
Monell Chemical Senses Center,,,,4433,,,,,,,
DSM Food Specialties,,,,4434,application/json,DSM Food Specialties,nld,EUR,corporate,325025,Netherlands
Laboratorio Nacional de Computacao Cientifica,,,,4435,application/json,Laboratorio Nacional de Computacao Cientifica,bra,SAM,government,602066,Brazil
Instituto Superior de Ciencias da Saude - Norte,,,,4436,application/json,Instituto Superior de Ciencias da Saude - Norte,prt,EUR,academic,704742,Portugal
Fraunhofer IWS,,,,4437,application/json,Fraunhofer IWS,deu,EUR,academic,703421,Germany
Latvian Biomedical Research and Study Centre,,,,4438,application/json,Latvian Biomedical Research and Study Centre,lva,EUR,academic,705263,Latvia
University of Texas at Brownsville,,,,4439,application/json,University of Texas at Brownsville,usa,NAM,academic,508750,United States
Aichi Institute of Technology,,,,4440,application/json,Aichi Institute of Technology,jpn,APAC,academic,208002,Japan
Western Illinois University,,,,4441,application/json,Western Illinois University,usa,NAM,academic,508780,United States
Rose Hulman Institute Technology,,,,4442,application/json,Rose Hulman Institute Technology,usa,NAM,academic,508659,United States
Bashkir State University,,,,4443,application/json,Bashkir State University,rus,EUR,academic,331027,Russian Federation
Swiss Paraplegic Centre,,,,4444,application/json,Swiss Paraplegic Centre,che,EUR,medical,707935,Switzerland
Zayed University,,,,4445,application/json,Zayed University,are,MEA,academic,700363,United Arab Emirates
IBCP Institut de Biologie et de Chimie des Proteines,,,,4446,application/json,IBCP Institut de Biologie et de Chimie des Proteines,fra,EUR,government,314238,France
Institute of Cell Biology National Academy of Sciences of Ukraine,,,,4447,application/json,Institute of Cell Biology National Academy of Sciences of Ukraine,ukr,EUR,academic,703868,Ukraine
Klinikum Ludwigshafen,,,,4448,application/json,Klinikum Ludwigshafen,deu,EUR,academic,704780,Germany
Guiyang Medical College,,,,4449,application/json,Guiyang Medical College,chn,APAC,academic,203357,China
Fernando Pessoa University,,,,4450,application/json,Fernando Pessoa University,prt,EUR,academic,704990,Portugal
Ningbo University of Technology,,,,4451,application/json,Ningbo University of Technology,chn,APAC,academic,704883,China
Ahi Evran University,,,,4452,application/json,Ahi Evran University,tur,MEA,academic,705094,Turkey
Paul Drude Institut fur Festkorperelektronik,,,,4453,application/json,Paul Drude Institut fur Festkorperelektronik,deu,EUR,government,309193,Germany
Research Institute of Crop Production,,,,4454,application/json,Research Institute of Crop Production,cze,EUR,government,308021,Czech Republic
Giresun Universitesi,,,,4455,application/json,Giresun Universitesi,tur,MEA,academic,705243,Turkey
National Museum of Nature and Science,,,,4456,application/json,National Museum of Nature and Science,jpn,APAC,government,703054,Japan
Universidade Nove de Julho,,,,4457,application/json,Universidade Nove de Julho,bra,SAM,academic,702505,Brazil
Wuyi University,,,,4458,application/json,Wuyi University,chn,APAC,academic,203446,China
Zhejiang University of Science and Technology,,,,4459,application/json,Zhejiang University of Science and Technology,chn,APAC,academic,707792,China
Central Washington University,,,,4460,application/json,Central Washington University,usa,NAM,academic,508443,United States
National Institute of Biology Ljubljana,,,,4461,application/json,National Institute of Biology Ljubljana,svn,EUR,academic,700523,Slovenia
Ming Hsin University of Science and Technology Taiwan,,,,4462,application/json,Ming Hsin University of Science and Technology Taiwan,twn,APAC,academic,217079,Taiwan
Sinop University,,,,4463,application/json,Sinop University,tur,MEA,academic,705077,Turkey
Chinese Academy of Social Sciences,,,,4464,application/json,Chinese Academy of Social Sciences,chn,APAC,government,704478,China
TATA Steel,,,,4465,application/json,TATA Steel,ind,APAC,corporate,207158,India
Kyoto Pharmaceutical University,,,,4466,application/json,Kyoto Pharmaceutical University,jpn,APAC,academic,208079,Japan
Universite de Mascara,,,,4467,application/json,Universite de Mascara,dza,AFR,academic,701534,Algeria
Mitsubishi Heavy Industries,,,,4468,application/json,Mitsubishi Heavy Industries,jpn,APAC,corporate,208264,Japan
William Paterson University,,,,4469,application/json,William Paterson University,usa,NAM,academic,706752,United States
Wannan Medical College,,,,4470,application/json,Wannan Medical College,chn,APAC,academic,704014,China
Technological Education Institute of Thessaloniki,,,,4471,application/json,Technological Education Institute of Thessaloniki,grc,EUR,academic,316039,Greece
University of Namibia,,,,4472,application/json,University of Namibia,nam,AFR,academic,700844,Namibia
Instytut Metalurgii i Inzynierii Materialowej Polskiej Akademii Nauk,,,,4473,application/json,Instytut Metalurgii i Inzynierii Materialowej Polskiej Akademii Nauk,pol,EUR,academic,703317,Poland
University of Sindh,,,,4474,application/json,University of Sindh,pak,APAC,academic,214016,Pakistan
National Fusion Research Institute,,,,4475,application/json,National Fusion Research Institute,kor,APAC,government,701268,South Korea
European Central Bank ECB,,,,4476,application/json,European Central Bank ECB,deu,EUR,government,705901,Germany
St. Luke's International Hospital,,,,4477,application/json,St. Luke's International Hospital,jpn,APAC,medical,208326,Japan
Universitas Padjadjaran,,,,4479,application/json,Universitas Padjadjaran,idn,APAC,academic,701295,Indonesia
IMFT Institut de Mecaniques des Fluides,,,,4480,application/json,IMFT Institut de Mecaniques des Fluides,fra,EUR,government,314245,France
RAS - N.N.Semenov Institute of Chemical Physics,,,,4481,,,,,,,
German University in Cairo,,,,4482,,,,,,,
National Food Research Institute Tsukuba,,,,4483,,,,,,,
Tuen Mun Hospital,,,,4484,,,,,,,
Voronezh State University,,,,4485,,,,,,,
Beihua University,,,,4486,,,,,,,
Reed College,,,,4487,,,,,,,
"Lahey Clinic Medical Center, Burlington",,,,4488,,,,,,,
Max Rubner Institut,,,,4489,,,,,,,
ENSAI Ecole Nationale de la Statistique et de l?Analyse de l?Information,,,,4490,,,,,,,
Max Planck Institute of Neurobiology,,,,4491,,,,,,,
Minerva Foundation Institute for Medical Research Helsinki,,,,4493,,,,,,,
Universidad Autonoma del Estado de Hidalgo,,,,4494,,,,,,,
Communication University of China,,,,4495,,,,,,,
Japan Women's University,,,,4496,,,,,,,
GANIL Grand Accelerateur National d'Ions Lourds,,,,4498,,,,,,,
Moscow Polytechnic University,,,,4499,,,,,,,
"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing Jab",,,,4500,,,,,,,
Defence Metallurgical Research Lab India,,,,4501,,,,,,,
University West,,,,4502,,,,,,,
Kuwait Institute for Scientific Research,,,,4503,,,,,,,
National Museums of Kenya,,,,4504,,,,,,,
University of Texas at Tyler,,,,4505,,,,,,,
Zanjan University of Medical Sciences,,,,4506,application/json,Zanjan University of Medical Sciences,irn,MEA,academic,704948,Iran
Banasthali University,,,,4507,,,,,,,
Sumy State University,,,,4508,,,,,,,
Albany College of Pharmacy,,,,4509,,,,,,,
Deutsche Telekom,,,,4510,,,,,,,
Hospital Universitaire des Enfants Reine Fabiola,,,,4511,,,,,,,
Huzhou Teachers College,,,,4512,,,,,,,
New Cross Hospital,,,,4513,,,,,,,
Institute of Organic Chemistry of the Polish Academy of Sciences,,,,4515,application/json,Institute of Organic Chemistry of the Polish Academy of Sciences,pol,EUR,academic,703316,Poland
North Maharashtra University,,,,4516,,,,,,,
Anhui Institute of Architecture and Industry,,,,4517,,,,,,,
Edwards Lifesciences,,,,4518,,,,,,,
Groupe des Ecoles Nationales d'Economie et Statistique,,,,4519,,,,,,,
Sant Longowal Institute of Engineering and Technology,,,,4520,,,,,,,
Hopital Morvan,,,,4521,,,,,,,
"Centre Hospitalier, France",,,,4522,,,,,,,
Universidade Presbiteriana Mackenzie,,,,4523,application/json,Universidade Presbiteriana Mackenzie,bra,SAM,academic,602093,Brazil
Centro Regional Universitario Bariloche,,,,4524,,,,,,,
Zte,,,,4525,,,,,,,
St. Michael's Hospital,,,,4526,,,,,,,
Jomo Kenyatta University of Agriculture and Technology,,,,4528,application/json,Jomo Kenyatta University of Agriculture and Technology,ken,AFR,academic,702106,Kenya
Ithaca College,,,,4529,,,,,,,
Greenland Institute of Natural Resources,,,,4530,,,,,,,
Institute for Scintillation Materials of NAS of Ukraine,,,,4531,,,,,,,
Zhongyuan University of Technology,,,,4532,,,,,,,
Beijing Union University,,,,4533,,,,,,,
Burapha University,,,,4534,,,,,,,
Karnatak University,,,,4535,,,,,,,
Malaysian Nuclear Agency,,,,4536,,,,,,,
University of Opole,,,,4537,,,,,,,
Kashan University of Medical Sciences and Health Services,,,,4538,,,,,,,
UCB S.A.,,,,4539,,,,,,,
Institute of Electronic Materials Technology,,,,4540,,,,,,,
Perm State National Research University,,,,4541,,,,,,,
Hubei Normal University,,,,4542,,,,,,,
Belgian Institute for Space Aeronomy,,,,4543,,,,,,,
Universitas Sebelas Maret,,,,4544,,,,,,,
Cleveland Clinic Florida,,,,4545,,,,,,,
Tohoku Gakuin University,,,,4546,,,,,,,
Shenyang Normal University,,,,4547,,,,,,,
University Teaching Hospital Lusaka,,,,4548,,,,,,,
Hoshi University,,,,4549,,,,,,,
Max-Plack-Institut fur demografische Forschung,,,,4551,,,,,,,
Universite Abdelmalek Essaadi,,,,4553,,,,,,,
University Hospital of Larissa,,,,4554,,,,,,,
College of the Holy Cross,,,,4555,,,,,,,
University of Bahrain,,,,4556,,,,,,,
Munich University of Applied Sciences - Hochschule M?nchen,,,,4557,,,,,,,
New York Botanical Garden,,,,4558,,,,,,,
Evanston Northwestern Healthcare,,,,4559,,,,,,,
Xi'an Modern Chemistry Research Institute,,,,4560,,,,,,,
Callaghan Innovation,,,,4561,,,,,,,
Universite Chouaib Doukkali,,,,4562,,,,,,,
Chugai Pharmaceutical Co. Ltd.,,,,4563,,,,,,,
University of Lome,,,,4564,,,,,,,
Animal Health Trust,,,,4565,,,,,,,
